code,name,native_speakers,country,region,gl,anglicized_name
cal,Carolinian,,Northern Mariana Islands,Pacific,en,Carolinian
cam,Cemuhî,,New Caledonia,Pacific,en,Cemuhî
cap,Chipaya,,Bolivia,Americas,es-419,Chipaya
ccd,Cafundo Creole,20,Brazil,Americas,pt,Cafundo Creole
caw,Callawalla,,Bolivia,Americas,es-419,Callawalla
caz,Canichana,,Bolivia,Americas,es-419,Canichana
cbg,Chimila,,Colombia,Americas,es-419,Chimila
cbv,Cacua,,Colombia,Americas,es-419,Cacua
cby,Carabayo,,Colombia,Americas,es-419,Carabayo
ccc,Chamicuro,,Peru,Americas,es-419,Chamicuro
myv,Эрзя́нский,37000,Russian Federation,Eurasia,ru,Erzya
sia,Бабинский,-1,Russian Federation,Eurasia,ru,Saami
cet,Centúúm,200,Nigeria,Africa,en,Centúúm
cbq,Tsucuba,6000,Nigeria,Africa,en,Tsucuba
cbj,Ede Cabe,860000,Benin,Africa,fr,Ede Cabe
chn,Chinook jargon,,Canada,Americas,en,Chinook Wawa
chp,Chipewyan,,Canada,Americas,en,Dene
ckq,Kajakse,13000,Chad,Africa,ar,Kajakse
ccl,Cutchi-Swahili,52000,Tanzania,Africa,sw,Cutchi-Swahili
cko,Anufo,158000,Ghana,Africa,en,Anufo
cae,Lehar,13500,Senegal,Africa,fr,Laalaa
skt,Sakata,100000,Democratic Republic of the Congo,Africa,fr,Sakata
chm,Mari (Russia),520000,Russian Federation,Eurasia,ru,Mari
cpo,Kpeego,2000,Burkina Faso,Africa,fr,Kpeego
cow,Cowlitz,,United States,Americas,en,Cowlitz
cdz,Koda,44000,India,South Asia,bn,Koda
psc,Persian Sign Language,4000000,Iran,Eurasia,fa,Persian Sign Language
dkr,Kuijau,7900,Malaysia,Asia,ms,Kuijau
co,corsu,lingua corsa,,France,Eurasia,fr
spg,Sian,50,Malaysia,Asia,ms,Sian
spk,Sengo,600,Papua New Guinea,Pacific,tpi,Sengo
coa,Cocos Islands Malay,4000,Malaysia,Asia,ms,Malay
clt,Lautu Chin,15000,Myanmar,Asia,my,Chin
cnb,Chinbon Chin,20000,Myanmar,Asia,my,Chin
csy,Siyin Chin,8000,Myanmar,Asia,my,Chin
sm,gagana fa'a Samoa,,Samoa,Pacific,en,Samoan
cno,Con,3200,Laos,Asia,lo,Con
smu,Somray,2,Cambodia,Asia,km,Somray
coo,Comox,,Canada,Americas,en,Comox
ctg,Chittagonian,14300000,Bangladesh,South Asia,bn,Chittagonian
sou,Southern Thai,5000000,Thailand,Asia,th,Thai
crk,Plains Cree,,Canada,Americas,en,Cree
cky,Cakfem-Mushere,5000,Nigeria,Africa,en,Cakfem-Mushere
csi,Coast Miwok,,United States,Americas,en,Miwok
sny,Saniyo-Hiyewe,1500,Papua New Guinea,Pacific,tpi,Saniyo-Hiyewe
spl,Selepet,9000,Papua New Guinea,Pacific,tpi,Selepet
csr,Costa Rican Sign Language,,Costa Rica,Americas,es-419,Costa Rican Sign Language
com,Comanche,,United States,Americas,en,Comanche
gvs,Gumawana,470,Papua New Guinea,Pacific,tpi,Gumawana
cqu,Chilean Quechua,,Chile,Americas,es-419,Quechua
crd,Coeur d'Alene,,United States,Americas,en,Coeur d’Alene
cks,Tayo,,New Caledonia,Pacific,en,Tayo
puc-x-kayanmerap,Kayan Merap,,Indonesia,Pacific,id,
cle,Lealao Chinantec,,Mexico,Americas,es-419,Chinantec
clm,Clallam,,United States,Americas,en,Clallam
cop,لغة قبطية,-1,Egypt,Africa,ar,Coptic
clh,چیلیسو,2300,Pakistan,Eurasia,ur,Chilisso
cog,ภาษาชอง,450,Thailand,Asia,th,Chong
sox,Swo,9000,Cameroon,Africa,fr,Swo
soz,Temi,35000,Tanzania,Africa,sw,Temi
coe,Koreguaje,,Colombia,Americas,es-419,Koreguaje
cof,Colorado,,Ecuador,Americas,es-419,Colorado
cox,Nanti,,Peru,Americas,es-419,Nanti
cpi,Chinese Pidgin English,,Nauru,Pacific,en,Chinese Pidgin English
cps,Capiznon,639000,Philippines,Asia,en,Capiznon
crg,Michif,,United States,Americas,en,Michif
cro,Crow,,United States,Americas,en,Crow
csg,Chilean Sign Language,,Chile,Americas,es-419,Chilean Sign Language
cmt,Camtho,200000,South Africa,Americas,en,Camtho
grv,Central Grebo,50000,Liberia,Africa,en,Grebo
csw,Swampy Cree,,Canada,Americas,en,Cree
cll,Chala,2500,Ghana,Africa,en,Chala
nr,isiNdebele,1300000,South Africa,Americas,en,Southern Ndebele
cri,Sãotomense,83000,São Tomé e Príncipe,Africa,pt,Sãotomense
cr,ᓀᐦᐃᔭᐍᐏᐣ,96000,Canada,Americas,en,Cree
niu,Niuean,,Niue,Pacific,en,Niue
dhd,Dhundari,9600000,India,South Asia,raj,Dhundari
dgi,Northern Dagara,250000,Burkina Faso,Africa,fr,Dagara
cpg,Cappadocian Greek,,Greece,Eurasia,en,Cappadocian Greek
srl,Isirawa,1800,Indonesia,Pacific,id,Isirawa
ctm,Chitimacha,,United States,Americas,en,Chitimacha
cut,Teutila Cuicatec,,Mexico,Americas,es-419,Cuicatec
cup,Cupeño,,United States,Americas,en,Cupeño
soc,So (Democratic Republic of Congo),6000,Democratic Republic of the Congo,Africa,fr,So
dem,Dem,1000,Indonesia,Pacific,id,Dem
daz,Dao,250,Indonesia,Pacific,id,Dao
cwd,Woods Cree,,Canada,Americas,en,Cree
dbe,Dabe,440,Indonesia,Pacific,id,Dabe
ssq,So'a,10000,Indonesia,Pacific,id,So’a
srt,Sauri,100,Indonesia,Pacific,id,Sauri
ayg-x-anyagan,Anyagan,17200,Togo,Africa,fr,
csv,Sumtu Chin,14000,Myanmar,Asia,my,Chin
srg,Sulod,14000,Philippines,Asia,en,Sulod
soq,Kanasi,2600,Papua New Guinea,Pacific,tpi,Kanasi
cth,Thaiphum Chin,1000,Myanmar,Asia,my,Chin
czt,Zotung Chin,40000,Myanmar,Asia,my,Chin
dgr,Dogrib,,Canada,Americas,en,Dogrib
cuw,Chukwa,5,Nepal,South Asia,ne,Chukwa
iqu,Iquito,,Peru,Americas,es-419,Iquito
csz,Coos,,United States,Americas,en,Coos
dac,Dambi,400,Papua New Guinea,Pacific,tpi,Dambi
cuc,Usila Chinantec,,Mexico,Americas,es-419,Chinantec
sqq,Sou,2750,Laos,Asia,lo,Sou
cyb,Cayubaba,,Bolivia,Americas,es-419,Cayubaba
cy,Cymraeg,,United Kingdom,Eurasia,en,Welsh
ded,Dedua,7500,Papua New Guinea,Pacific,tpi,Dedua
ddi,West Goodenough,2500,Papua New Guinea,Pacific,tpi,Goodenough
ssj,Sausi,80,Papua New Guinea,Pacific,tpi,Sausi
daw,Davawenyo,147000,Philippines,Asia,ceb,Davawenyo
dax,Dayi,,Australia,Pacific,en,Dayi
sso,Sissano,200,Papua New Guinea,Pacific,tpi,Sissano
dgx,Doghoro,300,Papua New Guinea,Pacific,tpi,Doghoro
dgz,Daga,10000,Papua New Guinea,Pacific,tpi,Daga
dad,Marik,4150,Papua New Guinea,Pacific,tpi,Marik
dgg,Doga,190,Papua New Guinea,Pacific,tpi,Doga
put-x-dayakabai,Dayak Abai,,Indonesia,Pacific,id,
cua,Tiếng Co,12000,Vietnam,Asia,vi,Cua
xdy-x-dayaksuruk,Dayak Suruk,,Indonesia,Pacific,id,
deg,Degema,10000,Nigeria,Africa,en,Degema
dhi,धिमाल,17000,Nepal,South Asia,ne,Dhimal
xdy-x-ingarsilat,Dayak Ingar Silat,,Indonesia,Pacific,id,
ddn,Dendi (Benin),39000,Benin,Africa,fr,Dendi
cug,Cung,2000,Cameroon,Africa,fr,Cung
tel-x-telingu,Telingu,,Sri Lanka,South Asia,te,
dai,Day,62000,Chad,Africa,ar,Day
cwt,Kuwaataay,7000,Senegal,Africa,fr,Kuwaataay
cuh,Chuka,209000,Kenya,Africa,sw,Gichuka
cwb,Maindo,24000,Mozambique,Americas,pt,Maindo
dgk,Dagba,49000,Central African Republic,Africa,fr,Dagba
dal,Dahalo,250,Kenya,Africa,sw,Dahalo
dez,Dengese,10000,Democratic Republic of the Congo,Africa,fr,Dengese
dee,Dewoin,14000,Liberia,Africa,en,Dewoin
cwa,Kabwa,8500,Tanzania,Africa,sw,Kabwa
soo,Songo,15000,Democratic Republic of the Congo,Africa,fr,Songo
bcv-x-bandawa,Bandawa,,Nigeria,Africa,en,Bandawa
din,Dinka,5000000,South Sudan,Africa,en,Dinka
dji,Djinang,,Australia,Pacific,en,Djinang
diy,Diuwe,100,Indonesia,Pacific,id,Diuwe
dkk,Dakka,1200,Indonesia,Pacific,id,Dakka
dok,Dondo,13000,Indonesia,Pacific,id,Dondo
spq,Loreto-Ucayali Spanish,,Peru,Americas,es-419,Spanish
ray,Rapa,,French Polynesia,Pacific,fr,Rapa
sve,Serili,328,Indonesia,Pacific,id,Serili
ulu,Uma' Lung,3000,Indonesia,Pacific,id,Uma’ Lung
srm,Saramaccan,,Suriname,Americas,nl,Saramaccan
dij,Dai,820,Indonesia,Pacific,id,Dai
djo,Jangkang,37000,Indonesia,Pacific,id,Jangkang
dpp,Papar,1000,Malaysia,Asia,ms,Papar
dtr,Lotud,5000,Malaysia,Asia,ms,Lotud
dju,Kapriman,1800,Papua New Guinea,Pacific,tpi,Kapriman
sug,Suganga,390,Papua New Guinea,Pacific,tpi,Suganga
dnr,Danaru,290,Papua New Guinea,Pacific,tpi,Danaru
dol,Doso,480,Papua New Guinea,Pacific,tpi,Doso
dmc,Gavak,3550,Papua New Guinea,Pacific,tpi,Gavak
dof,Domu,790,Papua New Guinea,Pacific,tpi,Domu
stp,Southeastern Tepehuan,,Mexico,Americas,es-419,Tepehuan
njr,Njerep,6,Nigeria,Africa,en,Njerep
ssp,Spanish Sign Language,,Spain,Eurasia,es,Spanish Sign Language
puj-x-punanbengalan,Punan Bengalan,,Indonesia,Pacific,id,
sva,ლუშნუ ნინ,20000,Georgia,Eurasia,ru,Svan
doq,Dominican Sign Language,,Dominican Republic,Americas,es-419,Dominican Sign Language
sqa,Shama-Sambuga,5000,Nigeria,Africa,en,Shama-Sambuga
sur,Mwaghavul,300000,Nigeria,Africa,en,Mwaghavul
drt,Drents,,Netherlands,Eurasia,nl,Drents
dio,Dibo,100000,Nigeria,Africa,en,Dibo
dir,Dirim,9000,Nigeria,Africa,en,Dirim
drc,Minderico,,Portugal,Eurasia,pt,Minderico
dty,डोटेली,250000,Nepal,South Asia,ne,Dotyali
knl-x-kenyilu,Dayak Kenyilu,,Indonesia,Pacific,id,
njj,Njen,1800,Cameroon,Africa,fr,Njen
svc,Vincentian Creole English,,Saint Vincent and the Grenadines,Americas,en,Vincentian Creole English
dkx,Mazagway,17000,Cameroon,Africa,fr,Mazagway
svs,Savosavo,,Solomon Islands,Pacific,pis,Savosavo
dwr,Dawro,543000,Ethiopia,Africa,am,Dawro
sut,Subtiaba,,Nicaragua,Americas,es-419,Subtiaba
kgo-x-krongoabdalla,Krongo Abdalla,,Kenya,Africa,en,
dtu,Tebul Ure Dogon,3500,Mali,Africa,fr,Dogon
dto,Tommo So Dogon,72000,Mali,Africa,fr,Dogon
dsi,Disa,2800,Chad,Africa,ar,Disa
dhx,Dhungaloo,,Australia,Pacific,en,Dhungaloo
suw,Sumbwa,147000,Tanzania,Africa,sw,Sumbwa
dif,Dieri,,Australia,Pacific,en,Dieri
dhs,Dhaiso,4000,Tanzania,Africa,sw,Dhaiso
dlk,Dahalik,2500,Eritrea,Africa,ar,Dahalik
dor,Dori'o,,Solomon Islands,Pacific,pis,Dori’o
drb,Dair,400,Sudan,Africa,ar,Dair
dil,Dilling,16000,Sudan,Africa,ar,Dilling
diz,Ding,160000,Democratic Republic of the Congo,Africa,fr,Ding
drs,Gedeo,1040000,Ethiopia,Africa,am,Gedeo
doo,Dongo,15000,Democratic Republic of the Congo,Africa,fr,Dongo
dtd,Ditidaht,,Canada,Americas,en,Ditidaht
dma,Duma,12000,Gabon,Africa,fr,Duma
sus,Susu,1100000,Guinea,Africa,fr,Susu
snj,Riverain Sango,42000,Central African Republic,Africa,fr,Sango
doi,Dogri (macrolanguage),3000000,India,South Asia,hi,Dogri
dix,Dixon Reef,50,Vanuatu,Pacific,fr,Dixon Reef
dln,Darlong,6000,India,South Asia,as,Darlong
suv,Puroik,20000,India,South Asia,en,Puroik
esh,Eshtehardi,8500,Iran,Eurasia,fa,Eshtehardi
spd,Saep,600,Papua New Guinea,Pacific,tpi,Saep
dui,Dumun,20,Papua New Guinea,Pacific,tpi,Dumun
duv,Duvle,930,Indonesia,Pacific,id,Duvle
emw,Emplawas,220,Indonesia,Pacific,id,Emplawas
taz,Tocho,2650,Sudan,Africa,ar,Tocho
dzn,Dzando,6000,Democratic Republic of the Congo,Africa,fr,Dzando
erw,Erokwanas,150,Indonesia,Pacific,id,Erokwanas
end,Ende,110000,Indonesia,Pacific,id,Ende
duw,Dusun Witu,5000,Indonesia,Pacific,id,Dusun Witu
szb,Ngalum,10000,Indonesia,Pacific,id,Ngalum
rol,Romblomanon,94000,Philippines,Asia,en,Romblomanon
duj,Dhuwal,,Australia,Pacific,en,Dhuwal
sza,Semelai,4100,Malaysia,Asia,ms,Semelai
swg,Swabian,,Germany,Eurasia,en,Swabian
syo,Suoy,450,Cambodia,Asia,km,Suoy
eli,Nding,-1,Sudan,Africa,ar,Nding
enc,En,200,Vietnam,Asia,vi,En
ekl,Kol (Bangladesh),1800,Bangladesh,South Asia,bn,Kol
ele,Elepi,120,Papua New Guinea,Pacific,tpi,Elepi
elk,Elkei,1900,Papua New Guinea,Pacific,tpi,Elkei
syb,Central Subanen,140000,Philippines,Asia,ceb,Subanen
ena,Apali,1070,Papua New Guinea,Pacific,tpi,Apali
eri,Ogea,2450,Papua New Guinea,Pacific,tpi,Ogea
prt,Phai,23000,Thailand,Asia,th,Prai
dva,Duau,4500,Papua New Guinea,Pacific,tpi,Duau
esu,Central Yupik,,United States,Americas,en,Yupik
swc,Congo Swahili,10000000,Democratic Republic of the Congo,Africa,fr,Swahili
enl,Enlhet,,Paraguay,Americas,es-419,Enlhet
enu,西摩洛,14000,China,Asia,zh,Enu
dmk,ڈوماکی,400,Pakistan,Eurasia,ur,Domaaki
sxg,旭米,1800,China,Asia,zh,Shixing
env,Enwan (Edu State),14000,Nigeria,Africa,en,Enwan
eki,Eki,5000,Nigeria,Africa,en,Eki
etb,Etebi,220000,Nigeria,Africa,en,Etebi
enx,Enxet,,Paraguay,Americas,es-419,Enxet
dwa,Diri,7200,Nigeria,Africa,en,Diri
dza,Tunzuii,2500,Nigeria,Africa,en,Tunzuii
tav,Tatuyo,,Colombia,Americas,es-419,Tatuyo
ebg,Ebughu,5000,Nigeria,Africa,en,Ebughu
esq,Esselen,,United States,Americas,en,Esselen
ekr,Yace,50000,Nigeria,Africa,en,Yace
erh,Eruwa,64000,Nigeria,Africa,en,Eruwa
njy,Njyem,3500,Cameroon,Africa,fr,Njyem
duf,Dumbea,,New Caledonia,Pacific,en,Drubea
emn,Eman,800,Cameroon,Africa,fr,Eman
eaa,Karenggapa,,Australia,Pacific,en,Karenggapa
eto,Eton (Cameroon),59000,Cameroon,Africa,fr,Eton
dym,Yanda Dom Dogon,2000,Mali,Africa,fr,Dogon
emx,Erromintxela,,France,Eurasia,fr,Erromintxela
eo,Esperanto,,Poland,Eurasia,en,Esperanto
eso,Estonian Sign Language,,Estonia,Eurasia,en,Estonian Sign Language
esl,لغة الإشارة المصرية,474000,Egypt,Africa,ar,Egyptian Sign Language
tag,Tagoi,17000,Sudan,Africa,ar,Tagoi
swk,Malawi Sena,340000,Malawi,Americas,en,Sena
nkk,Nokuku,,Vanuatu,Pacific,fr,Nokuku
tck,Tchitchege,1700,Gabon,Africa,fr,Tchitchege
vsl,Venezuelan Sign Language,,Venezuela,Americas,es-419,Venezuelan Sign Language
gbi,Galela,80000,Indonesia,Pacific,id,Galela
flh,Foau,350,Indonesia,Pacific,id,Foau
gak,Gamkonora,1500,Indonesia,Pacific,id,Gamkonora
tcm,Tanahmerah,500,Indonesia,Pacific,id,Tanahmerah
tcg,Tamagario,3500,Indonesia,Pacific,id,Tamagario
nks,North Asmat,1000,Indonesia,Pacific,id,Asmat
frq,Forak,300,Papua New Guinea,Pacific,tpi,Forak
tco,Taungyo,40000,Myanmar,Asia,my,Taungyo
tcp,Tawr Chin,700,Myanmar,Asia,my,Chin
tcn,Tichurong,2800,Nepal,South Asia,ne,Tichurong
tcl,Taman (Myanmar),-1,Myanmar,Asia,my,Taman
ite,Itene,,Bolivia,Americas,es-419,Itene
eya,Eyak,,United States,Americas,en,Eyak
for,Fore,21200,Papua New Guinea,Pacific,tpi,Fore
gbe,Niksek,1050,Papua New Guinea,Pacific,tpi,Niksek
fai,Faiwol,4500,Papua New Guinea,Pacific,tpi,Faiwol
ffi,Foia Foia,180,Papua New Guinea,Pacific,tpi,Foia Foia
foi,Foi,3600,Papua New Guinea,Pacific,tpi,Foi
fy,Frysk,,Netherlands,Eurasia,nl,Western Frisian
gaf,Gende,10500,Papua New Guinea,Pacific,tpi,Gende
gah,Alekano,29000,Papua New Guinea,Pacific,tpi,Alekano
gai,Borei,2300,Papua New Guinea,Pacific,tpi,Mbore
fut,Futuna-Aniwa,,Vanuatu,Pacific,fr,Futuna-Aniwa
gam,Kandawo,4550,Papua New Guinea,Pacific,tpi,Kandawo
gao,Gants,1880,Papua New Guinea,Pacific,tpi,Gants
gat,Kenati,1200,Papua New Guinea,Pacific,tpi,Kenati
faf,Fagani,,Solomon Islands,Pacific,pis,Fagani
tca,Ticuna,47000,Brazil,Americas,pt,Ticuna
fo,føroyskt,,Denmark,Eurasia,en,Faroese
frt,Fortsenal,,Vanuatu,Pacific,fr,Fortsenal
fwa,Fwâi,,New Caledonia,Pacific,en,Fwâi
byd-x-kerabat,Suku Dayak Kerabat,,Indonesia,Pacific,id,
eve,Эвенский,5700,Russian Federation,Eurasia,ru,Even
eze,Uzekwe,5000,Nigeria,Africa,en,Uzekwe
knl-x-kubing,Dayak Kubing,,Indonesia,Pacific,id,
fod,Foodo,30000,Benin,Africa,fr,Foodo
gbb,Kaytetye,,Australia,Pacific,en,Kaytetye
fue,Borgu Fulfulde,330000,Benin,Africa,fr,Fulfulde
gbh,Defi Gbe,16000,Benin,Africa,fr,Gbe
fak,Fang (Cameroon),2400,Cameroon,Africa,fr,Fang
fll,North Fali,21000,Cameroon,Africa,fr,Fali
nij-x-kahayan,Dayak Kahayan,,Indonesia,Pacific,id,
fui,Bagirmi Fulfulde,24000,Chad,Africa,ar,Fulfulde
isn,Isanzu,32000,Tanzania,Africa,sw,Isanzu
fer,Feroge,10000,South Sudan,Africa,ar,Feroge
flr,Fuliiru,420000,Democratic Republic of the Congo,Africa,fr,Fuliiru
fum,Fum,68000,Nigeria,Africa,en,Fum
fuu,Furu,20000,Democratic Republic of the Congo,Africa,fr,Furu
gaa,Ga,850000,Ghana,Africa,en,Ga
eyo,Keiyo,345000,Kenya,Africa,sw,Keiyo
fuj,Ko,2700,Sudan,Africa,ar,Ko
tbt,Tembo (Kitembo),180000,Democratic Republic of the Congo,Africa,fr,Tembo
tcd,Tafi,12000,Ghana,Africa,en,Tafi
ssy,Saho,210000,Eritrea,Africa,ar,Saho
gcl,Grenadian Creole English,,Grenada,Americas,en,Grenadian Creole English
gcn,Gaina,1400,Papua New Guinea,Pacific,tpi,Gaina
nll,Nihali,2000,India,South Asia,mr,Nihali
tcx,Toda,1600,India,South Asia,ta,Toda
gim,Gimi (Eastern Highlands),31000,Papua New Guinea,Pacific,tpi,Gimi
tdi,Tomadino,500,Indonesia,Pacific,id,Tomadino
ggl,Ganglau,450,Papua New Guinea,Pacific,tpi,Ganglau
gei,Gebe,2000,Indonesia,Pacific,id,Gebe
tip,Trimuris,300,Indonesia,Pacific,id,Trimuris
tdf,Talieng,32000,Laos,Asia,lo,Talieng
gex,Garre,50000,Somalia,Africa,ar,Garre
gib,Gibanawa,-1,Nigeria,Africa,en,Gibanawa
tio,Teop,6300,Papua New Guinea,Pacific,tpi,Teop
gdc,Gugu Badhun,,Australia,Pacific,en,Gugu Badhun
tlf,Telefol,6500,Papua New Guinea,Pacific,tpi,Telefol
geb,Kire,2500,Papua New Guinea,Pacific,tpi,Kire
gip,Gimi (West New Britain),3700,Papua New Guinea,Pacific,tpi,Gimi
gka,Guya,60,Papua New Guinea,Pacific,tpi,Guya
gpn,Taiap,75,Papua New Guinea,Pacific,tpi,Taiap
kff-x-doralakoya,Doralakoya,,India,South Asia,te,
gig,Goaria,26000,Pakistan,Eurasia,ur,Goaria
bdb-x-menaburkecil,Menabur Kecil,,Indonesia,Pacific,id,
gl,galego,,Spain,Eurasia,es,Galician
gin,Гинухский,350,Russian Federation,Eurasia,ru,Hinukh
kcy,البلبالية,3300,Algeria,Africa,ar,Korandje
tix,Southern Tiwa,,United States,Americas,en,Tiwa
day-x-dayakmali,Dayak Mali,,Indonesia,Pacific,id,
tgs,Nume,,Vanuatu,Pacific,fr,Nume
gmg,Magɨyi,,Papua New Guinea,Pacific,tpi,Magiyi
thh,Northern Tarahumara,,Mexico,Americas,es-419,Tarahumara
eee,诶话,30000,China,Asia,zh,E
tcw,Tecpatlán Totonac,,Mexico,Americas,es-419,Totonac
fah,Baissa Fali,20,Nigeria,Africa,en,Fali of Baissa
gkn,Gokana,130000,Nigeria,Africa,en,Gokana
tls,Tambotalo,,Vanuatu,Pacific,fr,Tambotalo
thy,Tha,1000,Nigeria,Africa,en,Tha
gea,Geruma,9000,Nigeria,Africa,en,Geruma
gdg,Ga'dang,6000,Philippines,Asia,ilo,Ga’dang
ged,Gade,72000,Nigeria,Africa,en,Gade
ghn,Ghanongga,,Solomon Islands,Pacific,pis,Ghanongga
ghr,Ghera,10000,Pakistan,Eurasia,ur,Ghera
gmd,Mághdì,2000,Nigeria,Africa,en,Mághdì
gmv,Gamo,1300000,Ethiopia,Africa,am,Gamo
knl-x-kubin,Dayak Kubin,,Indonesia,Pacific,id,
gke,Ndai,20,Cameroon,Africa,fr,Ndai
iba-x-kancing'k,Dayak Kancing'k,,Indonesia,Pacific,id,
glj,Gula Iro,3500,Chad,Africa,ar,Gula Iro
teo,Teso,1800000,Uganda,Africa,en,Teso
kiv,Kimbu,78000,Tanzania,Africa,sw,Kimbu
xdy-x-dayaktebidah,Dayak Tebidah,,Indonesia,Pacific,id,
gev,Eviya,15,Gabon,Africa,fr,Eviya
gic,Gail,-1,South Africa,Americas,en,Gail
ggu,Gagu,63000,Côte d’Ivoire,Africa,fr,Gban
geq,Geme,430,Central African Republic,Africa,fr,Geme
gix,Gilima,16000,Democratic Republic of the Congo,Africa,fr,Gilima
gjn,Gonja,260000,Ghana,Africa,en,Gonja
gdi,Gundi,11500,Central African Republic,Africa,fr,Gundi
tii,Tiene,33000,Democratic Republic of the Congo,Africa,fr,Tiene
tiw,Tiwi,,Australia,Pacific,en,Tiwi
gnu,Gnau,1300,Papua New Guinea,Pacific,tpi,Gnau
goq,Gorap,1000,Indonesia,Pacific,id,Gorap
tni,Tandia,-1,Indonesia,Pacific,id,Tandia
tpf,Tarpia,300,Indonesia,Pacific,id,Tarpia
xtu,Cuyamecalco Mixtec,,Mexico,Americas,es-419,Mixtec
grm,Kota Marudu Talantang,1800,Malaysia,Asia,ms,Kota Marudu Talantang
gnq,Gana,1000,Malaysia,Asia,ms,Gana
nlq,Lao Naga,110000,Myanmar,Asia,my,Naga
tkz,Takua,6700,Vietnam,Asia,vi,Takua
itr,Iteri,310,Papua New Guinea,Pacific,tpi,Iteri
tll,Tetela,930000,Democratic Republic of the Congo,Africa,fr,Tetela
grz,Guramalum,-1,Papua New Guinea,Pacific,tpi,Guramalum
gsn,Gusan,800,Papua New Guinea,Pacific,tpi,Gusan
grg,Madi,280,Papua New Guinea,Pacific,tpi,Madi
gvf,Golin,65000,Papua New Guinea,Pacific,tpi,Golin
tpa,Taupota,1300,Papua New Guinea,Pacific,tpi,Taupota
grw,Gweda,19,Papua New Guinea,Pacific,tpi,Gweda
gsp,Wasembo,590,Papua New Guinea,Pacific,tpi,Wasembo
gve,Duwet,400,Papua New Guinea,Pacific,tpi,Duwet
tel-x-sikaari,Sikaari,,India,South Asia,te,
tkd,Tukudede,43500,East Timor,Pacific,pt,Tukudede
gue,Gurinji,,Australia,Pacific,en,Gurinji
gta,Guató,4,Brazil,Americas,pt,Guató
gry,Barclayville Grebo,41000,Liberia,Africa,en,Grebo
gnr,Gureng Gureng,,Australia,Pacific,en,Gureng Gureng
tit,Tinigua,,Colombia,Americas,es-419,Tinigua
gup,Gunwinggu,,Australia,Pacific,en,Gunwinggu
tji,土家语,70000,China,Asia,zh,Tujia
gss,Greek Sign Language,,Greece,Eurasia,en,Greek Sign Language
hle,勒苏,15000,China,Asia,zh,Hlersu
yit,东腊鲁语,38000,China,Asia,zh,Lalu
tiu,Adasen,4000,Philippines,Asia,ilo,Adasen
tiy,Tiruray,50000,Philippines,Asia,en,Tiruray
hov-x-punanuheng,Dayak Punan Uheng,,Indonesia,Pacific,id,Dayak Punan Uheng
gvm,Gurmana,3000,Nigeria,Africa,en,Gurmana
gpa,Gupa-Abawa,15000,Nigeria,Africa,en,Gupa-Abawa
gwb,Gwa,980,Nigeria,Africa,en,Gwa
tkb,Buksa,1530000,India,South Asia,hi,Buksa
lbx-x-mantarapkabut,Dayak Mantarap Kabut,,Indonesia,Pacific,id,
guv,Gey,-1,Cameroon,Africa,fr,Gey
goy,Goundo,25,Chad,Africa,ar,Goundo
goz,Gozarkhani,100,Iran,Eurasia,fa,Gozarkhani
gqr,Gor,96000,Chad,Africa,ar,Gor
gut,Maléku Jaíka,,Costa Rica,Americas,es-419,Maléku Jaíka
gow,Gorowa,59000,Tanzania,Africa,sw,Gorowa
tnb,Western Tunebo,,Colombia,Americas,es-419,Tunebo
msm-x-manguangan,Manguangan,,Philippines,Pacific,ceb,Manguangan
gzi,Gazi,7000,Iran,Eurasia,fa,Gazi
tpj,Tapieté,,Paraguay,Americas,es-419,Ñandeva
gza,Ganza,3000,Sudan,Africa,ar,Ganza
gnz,Ganzi,1400,Central African Republic,Africa,fr,Ganzi
gus,Guinean Sign Language,550,Guinea,Africa,fr,Guinean Sign Language
guz,Gusii,2400000,Kenya,Africa,sw,Ekegusii
gum,Guambiano,,Colombia,Americas,es-419,Guambiano
guo,Guayabero,,Colombia,Americas,es-419,Guayabero
tka,Truká,-1,Brazil,Americas,pt,Truká
gub,Guajajára,15000,Brazil,Americas,pt,Guajajára
gyr,Guarayu,,Bolivia,Americas,es-419,Guarayu
har,Harari,140000,Ethiopia,Africa,am,Harari
zlm-x-melaypesisir,Melayu Pesisir,,Indonesia,Pacific,id,Coastal Malay
tel-x-thalaboomi,Thalaboomi,,India,South Asia,te,Thalaboomi
grb,Grebo,400000,Liberia,Africa,en,Grebo
hai,Haida,13,Canada,Americas,en,Haida
nly,Nyamal,,Australia,Pacific,en,Nyamal
hra,Hrangkhol,19000,India,South Asia,as,Hrangkhol
xua,Alu Kurumba,2500,India,South Asia,ta,Kurumba
hji,Haji,17500,Indonesia,Pacific,id,Haji
hrk,Haruku,18200,Indonesia,Pacific,id,Haruku
tpg,Kula,5000,Indonesia,Pacific,id,Kula
hmu,Hamap,900,Indonesia,Pacific,id,Hamap
tow,Jemez,,United States,Americas,en,Jemez
swr,Saweru,300,Indonesia,Pacific,id,Saweru
htu,Hitu,16000,Indonesia,Pacific,id,Hitu
hig,Kamwe,300000,Nigeria,Africa,en,Kamwe
ttz,Tsum,5000,Nepal,South Asia,ne,Tsum
kqc,Doromu-Koki,1500,Papua New Guinea,Pacific,tpi,Doromu-Koki
hla,Halia,24000,Papua New Guinea,Pacific,tpi,Halia
tos,Highland Totonac,,Mexico,Americas,es-419,Totonac
